checkpoint,n_steps,h_norm,attn_out_norm,ratio_update_h,cos_h_prev,l2_h_prev,cos_q_prev,V_pw_cos,K_pw_cos,z_pw_cos,attn_entropy,attn_jsd_prev,logits_max_diff,kl_pi_prev
step_5055000.pt,259,10.307778774068513,2.085170652645435,0.20118883399839135,0.9999643348534284,0.05581620804320456,0.9990717390631887,0.5760361872124395,0.6143521148725827,0.5101180794616463,1.9957080912636054,0.01143863737428695,0.003016340361494962,6.640977566780483e-06
