episode,step,h_norm,attn_out_norm,update_norm,ffn_norm,h_new_norm,ratio_update_h,cos_h_prev,l2_h_prev,cos_q_prev,V_pw_cos,K_pw_cos,z_pw_cos,attn_entropy,attn_jsd_prev,logits_max_diff,kl_pi_prev,action
0,0,0.0,0.7871819734573364,0.7871819734573364,3.6751925945281982,11.28618335723877,787181973.4573364,nan,nan,nan,0.5478906631469727,0.5593651533126831,0.09577441215515137,2.7725541591644287,nan,nan,nan,0
0,1,11.28618335723877,0.7766344547271729,0.7766344547271729,4.014505386352539,11.288727760314941,0.06881285108920833,0.9711297154426575,2.712296962738037,0.3902806043624878,0.5131565928459167,0.6355711817741394,0.09497866779565811,2.658642292022705,0.02573370561003685,0.17727670073509216,0.003423072397708893,3
0,2,11.288727760314941,0.8243311643600464,0.8243311643600464,4.2363104820251465,11.290331840515137,0.0730225036746788,0.9803081750869751,2.2404470443725586,0.9974295496940613,0.5422948002815247,0.5304071307182312,0.09671592712402344,0.34847527742385864,0.4699920415878296,0.08457103371620178,0.00013110367581248283,0
0,3,11.290331840515137,0.7730445861816406,0.7730445861816406,4.361155033111572,11.291182518005371,0.06846960719148973,0.9888392090797424,1.6868795156478882,0.9989222884178162,0.5202483534812927,0.6233930587768555,0.0932692363858223,2.485208511352539,0.3576330244541168,0.1061236634850502,0.00039578601717948914,0
0,4,11.291182518005371,0.7876935601234436,0.7876935601234436,4.445657253265381,11.291706085205078,0.06976183042540991,0.9920546412467957,1.4233794212341309,0.999508798122406,0.5197368860244751,0.5576269626617432,0.08803249895572662,1.0761789083480835,0.20219701528549194,0.13113358616828918,0.0012057977728545666,1
0,5,11.291706085205078,0.7743093967437744,0.7743093967437744,4.499297618865967,11.291950225830078,0.06857328652561288,0.9955661296844482,1.0633375644683838,0.9997072815895081,0.5203549265861511,0.6182333827018738,0.08950751274824142,2.4404397010803223,0.21545851230621338,0.06101405620574951,3.312894841656089e-05,1
0,6,11.291950225830078,0.8066509962081909,0.8066509962081909,4.53672981262207,11.292146682739258,0.07143593268441754,0.9965958595275879,0.9317308068275452,0.9998481273651123,0.5239241719245911,0.5166345238685608,0.0794098824262619,0.10118299722671509,0.4367360472679138,0.06574925780296326,0.0002617891877889633,1
0,7,11.292146682739258,0.7737004160881042,0.7737004160881042,4.567656517028809,11.292245864868164,0.06851668135614578,0.9979684948921204,0.7197930812835693,0.9998983144760132,0.4881450831890106,0.595172643661499,0.06818138808012009,2.340614080429077,0.6243414878845215,0.044454336166381836,0.0001666373573243618,1
0,8,11.292245864868164,0.771344780921936,0.771344780921936,4.58493185043335,11.292318344116211,0.06830747312380994,0.9986050128936768,0.5964704751968384,0.9999344944953918,0.4819764494895935,0.5944835543632507,0.0660659596323967,2.4052274227142334,0.006004507653415203,0.03421631455421448,9.292783215641975e-05,0
0,9,11.292318344116211,0.8461001515388489,0.8461001515388489,4.575414180755615,11.292333602905273,0.07492705445907871,0.9986763596534729,0.5810282826423645,0.9999557733535767,0.5053533315658569,0.4970827102661133,0.07392973452806473,0.1127181276679039,0.6149775981903076,0.0414586067199707,0.00020102225244045258,3
0,10,11.292333602905273,0.7599440813064575,0.7599440813064575,4.589222431182861,11.292397499084473,0.06729734597204429,0.9992907047271729,0.42532357573509216,0.9999604821205139,0.49098968505859375,0.5994771122932434,0.07068698853254318,2.4861044883728027,0.5418638586997986,0.041933298110961914,0.00016346760094165802,1
0,11,11.292397499084473,0.8754221796989441,0.8754221796989441,4.567343711853027,11.292356491088867,0.07752314597231622,0.9992170333862305,0.4468691349029541,0.9999779462814331,0.5005139112472534,0.4931900203227997,0.0681379958987236,0.06908955425024033,0.556115984916687,0.06884300708770752,0.0008465927094221115,0
0,12,11.292356491088867,0.7608200907707214,0.7608200907707214,4.58497953414917,11.292444229125977,0.06737478500356477,0.9996052384376526,0.3173055648803711,0.9999762177467346,0.4943806231021881,0.5919166803359985,0.06178314611315727,2.539933204650879,0.555553674697876,0.04549244046211243,0.0003582872450351715,2
0,13,11.292444229125977,0.8441675901412964,0.8441675901412964,4.567954063415527,11.292452812194824,0.07475508162918189,0.9996415376663208,0.3023434281349182,0.9999876022338867,0.5108382701873779,0.49082738161087036,0.06049579754471779,0.13651274144649506,0.5343729257583618,0.017139405012130737,8.056731894612312e-05,2
0,14,11.292452812194824,0.7574357390403748,0.7574357390403748,4.579583644866943,11.292509078979492,0.06707450999683726,0.9997507333755493,0.25212329626083374,0.9999896287918091,0.4930126965045929,0.5829302668571472,0.051456354558467865,2.5119054317474365,0.5568052530288696,0.03394010663032532,0.00019781943410634995,0
0,15,11.292509078979492,0.8135577440261841,0.8135577440261841,4.565202713012695,11.292523384094238,0.07204401947664456,0.9997612833976746,0.24674907326698303,0.9999920129776001,0.5063504576683044,0.5038878321647644,0.051298096776008606,0.5406801700592041,0.4485716223716736,0.02614051103591919,0.00015963194891810417,0
0,16,11.292523384094238,0.7565639615058899,0.7565639615058899,4.564392566680908,11.292549133300781,0.06699689128574456,0.9997765421867371,0.23874594271183014,0.9999932646751404,0.5017207860946655,0.5264766812324524,0.05077377334237099,1.7746307849884033,0.09310228377580643,0.02895301580429077,0.00016952422447502613,0
0,17,11.292549133300781,0.7921125292778015,0.7921125292778015,4.5587286949157715,11.292526245117188,0.07014470514384817,0.9998126029968262,0.21867424249649048,0.999993085861206,0.492631733417511,0.5031440854072571,0.05085655674338341,1.230452299118042,0.022376954555511475,0.041763484477996826,0.0004547322168946266,3
0,18,11.292526245117188,0.7855010628700256,0.7855010628700256,4.549746036529541,11.292550086975098,0.06955937456507316,0.9998592138290405,0.18954509496688843,0.999994158744812,0.5060380101203918,0.4955192804336548,0.051732491701841354,1.1967788934707642,0.0036898665130138397,0.03185009956359863,0.0001523899845778942,2
0,19,11.292550086975098,0.789284884929657,0.789284884929657,4.548320293426514,11.292532920837402,0.06989430012269977,0.9999065399169922,0.15439128875732422,0.999995768070221,0.49409765005111694,0.49168911576271057,0.04113400727510452,1.2827692031860352,0.003033506218343973,0.030754029750823975,0.0002041999250650406,2
0,20,11.292532920837402,0.7850309014320374,0.7850309014320374,4.543663024902344,11.292539596557617,0.06951769872492194,0.9999476671218872,0.11541939526796341,0.9999971389770508,0.49485453963279724,0.4941076934337616,0.03729986026883125,1.28402841091156,0.002745372708886862,0.017402291297912598,5.4030679166316986e-05,2
0,21,11.292539596557617,0.7860115170478821,0.7860115170478821,4.540489196777344,11.292546272277832,0.0696044951028985,0.9999704360961914,0.08674374222755432,0.9999983310699463,0.4955088794231415,0.48181208968162537,0.036252960562705994,1.2730519771575928,0.0008631669916212559,0.009226679801940918,1.911964500322938e-05,2
0,22,11.292546272277832,0.7878528237342834,0.7878528237342834,4.537872791290283,11.29255199432373,0.06976750900444748,0.9999798536300659,0.07168905436992645,0.9999990463256836,0.5030506253242493,0.47966888546943665,0.03518645092844963,1.2589489221572876,0.0006755247595719993,0.007306575775146484,9.3457056209445e-06,0
0,23,11.29255199432373,0.7941182255744934,0.7941182255744934,4.5360212326049805,11.292559623718262,0.07032229968687873,0.9999850988388062,0.06174907460808754,0.9999994039535522,0.5066334009170532,0.48087260127067566,0.03731098026037216,1.2357170581817627,0.0008763640653342009,0.0053806304931640625,5.76116144657135e-06,3
0,24,11.292559623718262,0.7977004051208496,0.7977004051208496,4.536191463470459,11.29256534576416,0.07063946808351618,0.9999854564666748,0.060860611498355865,0.9999995231628418,0.510760486125946,0.48790714144706726,0.04583244025707245,1.199690341949463,0.0006205132231116295,0.005615711212158203,6.126763764768839e-06,1
0,25,11.29256534576416,0.7927862405776978,0.7927862405776978,4.544606685638428,11.292577743530273,0.07020426415996536,0.9999586343765259,0.10269033908843994,0.9999995827674866,0.5136815309524536,0.5020763278007507,0.05346861854195595,1.2339916229248047,0.0013317116536200047,0.009337425231933594,1.546792918816209e-05,0
0,26,11.292577743530273,0.7710573673248291,0.7710573673248291,4.563516616821289,11.29260540008545,0.06828001407974207,0.9999086856842041,0.15250065922737122,0.9999988675117493,0.5163442492485046,0.5271388292312622,0.059826500713825226,1.651307225227356,0.010012812912464142,0.015837669372558594,4.407440428622067e-05,1
0,27,11.29260540008545,0.754728376865387,0.754728376865387,4.581914901733398,11.292635917663574,0.06683385721240875,0.9999051690101624,0.15552322566509247,0.9999976754188538,0.5148786306381226,0.5349084138870239,0.06068756431341171,1.9670803546905518,0.01659827120602131,0.01705193519592285,0.00010354374535381794,2
0,28,11.292635917663574,0.754000186920166,0.754000186920166,4.593696594238281,11.292655944824219,0.06676919298715576,0.9999463558197021,0.11703623831272125,0.9999973773956299,0.5148141384124756,0.537109375,0.06219823285937309,2.009119987487793,0.0014736284501850605,0.012994050979614258,5.034042987972498e-05,2
0,29,11.292655944824219,0.748711347579956,0.748711347579956,4.601776599884033,11.29267406463623,0.0663007313105217,0.9999531507492065,0.10932227969169617,0.9999986290931702,0.512101411819458,0.5430982112884521,0.05954604968428612,2.1688694953918457,0.005528712645173073,0.015467643737792969,6.771762855350971e-05,2
