checkpoint,n_steps,h_norm,attn_out_norm,ratio_update_h,cos_h_prev,l2_h_prev,cos_q_prev,V_pw_cos,K_pw_cos,z_pw_cos,attn_entropy,attn_jsd_prev,logits_max_diff,kl_pi_prev
step_005000.pt,260,11.310636357743611,0.660310792693725,0.23351955360771293,0.9997287558954816,0.09204772150851498,0.9934203599312509,0.4514207171706053,0.4749091766201533,-0.059716104415173714,2.772311750742105,9.392975714437726e-07,0.004794752008693163,9.047594539174321e-06
step_500000.pt,259,11.216034859534831,1.159210786396012,0.41349657349159524,0.9986263722297283,0.4956751146393643,0.998497651012955,0.579536154003217,0.5948137281944392,0.18882650850362298,1.2276394520185054,0.15516835694329936,0.08965907231379112,0.003024434260634437
step_5055000.pt,260,10.291712535444157,2.104327599131144,0.8132649534156325,0.9421285679924858,1.046884045874801,0.9254258685680323,0.5764916590773143,0.6132257589927086,0.5086376880223934,1.9459651368168684,0.027761895858380146,0.1089821745489919,0.004746227236738772
